WellClass_Name
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
EXP
EXP
EXP
EXP
ORD APP
EXP
EXP
EXP
EXP
EXP
EXP
ORD APP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
EXP
ORD APP
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
EXP
EXP
EXP
2nd APP
DEV
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
ORD APP
EXP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
ORD APP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
DEV
EXP
ORD APP
ORD APP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
1st APP
1st APP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
EXP
DEV
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
EXP
DEV
ORD APP
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
EXP
ORD APP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
ORD APP
ORD APP
EXP
EXP
DEV
DEV
ORD APP
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
DEV
ORD APP
DEV
ORD APP
ORD APP
ORD APP
EXP
EXP
1st APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
EXP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
DEV
EXP
ORD APP
2nd APP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
EXP
EXP
DEV
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
EXP
DEV
DEV
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
EXP
ORD APP
EXP
EXP
EXP
EXP
EXP
EXP
ORD APP
DEV
DEV
ORD APP
EXP
EXP
EXP
ORD APP
EXP
EXP
ORD APP
EXP
EXP
EXP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
DEV
ORD APP
DEV
EXP
ORD APP
EXP
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
EXP
EXP
ORD APP
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
EXP
EXP
EXP
DEV
EXP
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
DEV
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
EXP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
EXP
EXP
EXP
EXP
ORD APP
ORD APP
DEV
ORD APP
DEV
EXP
ORD APP
EXP
EXP
ORD APP
ORD APP
EXP
EXP
ORD APP
EXP
ORD APP
EXP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
EXP
ORD APP
EXP
EXP
ORD APP
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
ORD APP
ORD APP
DEV
DEV
DEV
EXP
1st APP
2nd APP
EXP
EXP
ORD APP
ORD APP
EXP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
DEV
DEV
ORD APP
ORD APP
ORD APP
DEV
DEV
ORD APP
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
EXP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
ORD APP
DEV
DEV
ORD APP
EXP
DEV
DEV
EXP
ORD APP
DEV
DEV
DEV
DEV
DEV
EXP
EXP
EXP
DEV
DEV
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
ORD APP
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
SCI
SCI
SCI
SCI
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
ORD APP
ORD APP
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
ORD APP
DEV
ORD APP
ORD APP
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
DEV
EXP
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
SCI
SCI
EXP
EXP
EXP
EXP
EXP
EXP
EXP
DEV
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
ORD APP
EXP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
DEV
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
EXP
DEV
DEV
DEV
ORD APP
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
ORD APP
EXP
EXP
DEV
DEV
DEV
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
ORD APP
DEV
ORD APP
DEV
EXP
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
ORD APP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
EXP
EXP
ORD APP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
EXP
ORD APP
EXP
DEV
DEV
DEV
EXP
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
DEV
DEV
EXP
EXP
EXP
EXP
EXP
1st APP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
DEV
EXP
ORD APP
ORD APP
EXP
EXP
EXP
ORD APP
DEV
ORD APP
DEV
ORD APP
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
EXP
ORD APP
EXP
EXP
EXP
EXP
ORD APP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
EXP
EXP
EXP
EXP
ORD APP
DEV
ORD APP
ORD APP
ORD APP
DEV
DEV
EXP
EXP
ORD APP
EXP
EXP
ORD APP
EXP
ORD APP
EXP
EXP
EXP
EXP
EXP
ORD APP
EXP
EXP
ORD APP
EXP
ORD APP
EXP
DEV
DEV
DEV
EXP
ORD APP
EXP
ORD APP
ORD APP
2nd APP
EXP
EXP
EXP
EXP
DEV
DEV
ORD APP
EXP
EXP
EXP
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
DEV
DEV
DEV
EXP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
EXP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
EXP
EXP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
EXP
ORD APP
EXP
EXP
EXP
EXP
EXP
ORD APP
DEV
DEV
EXP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
DEV
DEV
EXP
EXP
EXP
EXP
EXP
ORD APP
EXP
ORD APP
DEV
DEV
EXP
EXP
EXP
EXP
EXP
EXP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
EXP
ORD APP
ORD APP
ORD APP
EXP
EXP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
EXP
EXP
DEV
DEV
EXP
EXP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
EXP
ORD APP
2nd APP
ORD APP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
DEV
ORD APP
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
SCI
EXP
ORD APP
EXP
EXP
EXP
ORD APP
ORD APP
EXP
EXP
EXP
2nd APP
ORD APP
EXP
EXP
ORD APP
ORD APP
EXP
DEV
DEV
EXP
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
EXP
EXP
ORD APP
EXP
EXP
EXP
EXP
DEV
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
EXP
EXP
EXP
EXP
1st APP
EXP
ORD APP
ORD APP
EXP
EXP
DEV
DEV
ORD APP
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
ORD APP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
1st APP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
EXP
ORD APP
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
ORD APP
DEV
DEV
DEV
ORD APP
DEV
ORD APP
ORD APP
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
ORD APP
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
ORD APP
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
ORD APP
DEV
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
EXP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
ORD APP
ORD APP
ORD APP
ORD APP
DEV
ORD APP
ORD APP
DEV
DEV
EXP
EXP
EXP
EXP
EXP
RELIEF
EXP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
ORD APP
ORD APP
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
DEV
EXP
EXP
EXP
EXP
DEV
DEV
DEV
DEV
DEV
DEV
EXP
DEV
DEV
DEV
DEV
EXP
DEV
ORD APP
ORD APP
ORD APP
ORD APP
DEV
DEV
ORD APP
DEV
DEV
SCI
EXP
ORD APP
EXP
EXP
EXP
DEV
