Well_Name,WellType_Name,WellClass_Name,Total_Dept,SPud_Date,Remarks,Production Completed
EDIYE-1,Not Applicable,EXP,3406,Jul 17/91,,
EDIYE-2,Not Applicable,ORD APP,2836,Jan 08/92,EX. NKAISO-1,
EDONG-1,Not Applicable,EXP,2339,Apr 08/86,,
EDOP-13A,Oil Producer,DEV,2146,23.05.2010,,
EDOP-057,Oil Producer,DEV,358,01.01.2009,,
EDOP-058,Oil Producer,DEV,3731,09.02.2009,,
EDOP-1,Not Applicable,EXP,3015.4,Dec 05/80,,
EDOP-10A,Oil Producer,DEV,2597,Jan 09/89,,
EDOP-11,Not Applicable,ORD APP,2585,Oct 19/90,,
EDOP-11ST1,Oil Producer,DEV,2811.6,Nov 16/90,EX EDOP-12,
EDOP-13A,Oil Producer,DEV,2401,Nov 21/90,,
EDOP-14,Oil Producer,DEV,2463,Oct 27/91,,
EDOP-15B,Oil Producer,DEV,2726,Jan 19/92,,
EDOP-16B,Oil Producer,DEV,2528,Mar 11/92,,
EDOP-17B,Oil Producer,DEV,2835,Jun 12/92,,
EDOP-18B,Oil Producer,DEV,2835,Jun 06/92,,
EDOP-19B,Oil Producer,DEV,2615,Jul 24/92,,
EDOP-2,Not Applicable,ORD APP,2631.3,May 16/81,,
EDOP-20,Not Applicable,ORD APP,3019.5,Dec 07/92,,
EDOP-21D,Oil Producer,DEV,2791,Feb 28/93,,
EDOP-22D,Oil Producer,DEV,2489,Feb 24/93,,
EDOP-23C,Oil Producer,DEV,2648,Jan 30/93,,
EDOP-24C,Oil Producer,DEV,2353,Feb 07/93,,
EDOP-25C,Oil Producer,DEV,2576,Feb 16/93,,
EDOP-26C,Oil Producer,DEV,2875,Feb 17/93,,
EDOP-27C,Oil Producer,DEV,3328,Feb 14/93,,
EDOP-28D,Oil Producer,DEV,2474,Mar 01/93,,
EDOP-29D,Oil Producer,DEV,2389,Feb 24/93,,
EDOP-29DST1,Oil Producer,DEV,2137,Feb 17/02,,
EDOP-3,Not Applicable,ORD APP,2651,Jun 25/81,,
EDOP-3 ST1,Oil Producer,DEV,1939,Jan 24/99,,
EDOP-30D,Oil Producer,DEV,2262,Apr 04/93,,
EDOP-31,Not Applicable,ORD APP,2613,Jun 28/93,,
EDOP-32A,Water Injector,DEV,2205,Nov 04/96,,
EDOP-33A,Oil Producer,DEV,3453,Nov 08/96,,
EDOP-34E,Oil Producer,DEV,2717,Mar 02/97,,
EDOP-35E,Oil Producer,DEV,2072,Apr 12/97,,
EDOP-36EHST1,Oil Producer,DEV,2826,Apr 15/97,,
EDOP-37E,Oil Producer,DEV,2072,Apr 12/97,,
EDOP-37EST1,Oil Producer,DEV,3090,May 23/97,,
EDOP-38E,Oil Producer,DEV,2499,Jun 06/97,,
EDOP-39E,Oil Producer,DEV,2499,Jun 23/97,,
EDOP-4,Not Applicable,ORD APP,2459,Aug 05/81,,
EDOP-40,Not Applicable,ORD APP,2644,Aug 24/97,,
EDOP-41,Not Applicable,ORD APP,2375,Sep 03/97,,
EDOP-42B,Oil Producer,DEV,3139,Apr 29/98,,
EDOP-43C,Oil Producer,DEV,2437,Dec 18/98,,
EDOP-43CHST1,Oil Producer,DEV,2652,Jan 02/99,,
EDOP-44D,Oil Producer,DEV,2109,Mar 01/99,,
EDOP-45C,Oil Producer,DEV,2027,Feb 29/00,,
EDOP-46B,Oil Producer,DEV,3026,Oct 22/01,,
EDOP-47D,Oil Producer,DEV,2719,Feb 14/02,,
EDOP-48D,Oil Producer,DEV,3317,Feb 13/02,,
EDOP-49E,Oil Producer,DEV,2103,Jul 09/02,,
EDOP-5,Not Applicable,ORD APP,2309,Sep 10/81,,
EDOP-50E,Oil Producer,DEV,2491,Jul 26/02,,
EDOP-51B,Oil Producer,DEV,3334,Feb 25/05,,
EDOP-52E,Oil Producer,DEV,2570,Mar 29/05,,
EDOP-53C,Oil Producer,DEV,2919,Jun 15/05,,
EDOP-54B,Oil Producer,DEV,3353,Jul 28/08,,
EDOP-55B,Oil Producer,DEV,,Sep 11/08,,
EDOP-6,Not Applicable,ORD APP,2244,Oct 02/81,,
EDOP-7,Not Applicable,ORD APP,2527,Nov 01/81,,
EDOP-8,Not Applicable,ORD APP,2736,Dec 24/81,,
EDOP-9A,Oil Producer,DEV,2109,Oct 23/88,,
EDOP-9AST1,Oil Producer,DEV,2553,Nov 05/88,,
EDWINI-1,Not Applicable,EXP,3369,Oct 04/64,,
EF-1,Not Applicable,EXP,3048,Dec 17/68,,
EF-2,Not Applicable,EXP,3048,Jan 07/69,,
EFE-1,Not Applicable,EXP,"14,032ft ",27/1/2013,,
EFE-1ST,Not Applicable,EXP,"14,086ft ",27/1/2013,,
EFE-2,Not Applicable,1st APP,"13,347ft",25/08/2013,,
EFERE-1,Not Applicable,EXP,4010,Aug 01/05,,
EFFURUN-1,Not Applicable,EXP,3962.4,Apr 06/68,,
EFFURUN-2,Not Applicable,EXP,4267,Oct 07/85,,
EFIAT-1,Not Applicable,EXP,1747,Jan 05/97,,
EFOLO-1,Not Applicable,EXP,3205,Jun 17/67,,
EFON-1,Not Applicable,EXP,3241.9,May 20/67,,
EG-1,Not Applicable,EXP,3657.6,Jan 24/69,,
EGBAOMA-4ST1,Oil Producer,DEV,"9,092ftMD",19-Jun-11,,
EGBEDI CREEK-1,Not Applicable,EXP,3747.2,Nov 26/61,,
EGBEDI CREEK-2,Not Applicable,ORD APP,3810,Jul 02/72,,
EGBEDI CREEK-3,Not Applicable,ORD APP,3962.4,Aug 15/72,,
EGBELEKE-1,Not Applicable,EXP,2405,Aug 15/83,,
EGBELLE-1,Not Applicable,EXP,4160,May 16/91,,
EGBEMA WEST-1,Not Applicable,EXP,2895.6,May 27/65,,
EGBEMA WEST-10,Not Applicable,ORD APP,3361.3,Jun 22/74,,
EGBEMA WEST-11,Oil Producer,DEV,2652,May 25/75,,
EGBEMA WEST-12,Not Applicable,ORD APP,2611,Jun 16/75,,
EGBEMA WEST-13,Oil Producer,DEV,3505,Jul 08/75,,
EGBEMA WEST-14,Not Applicable,ORD APP,2566,Feb 09/76,,
EGBEMA WEST-15,Oil Producer,DEV,2654,Jun 24/76,,
EGBEMA WEST-16,Oil Producer,DEV,2570,Apr 29/77,,
EGBEMA WEST-17,Oil Producer,DEV,2636,May 22/77,,
EGBEMA WEST-18,Oil Producer,DEV,2591,Jun 13/77,,
EGBEMA WEST-19,Not Applicable,ORD APP,2764,May 20/78,,
EGBEMA WEST-2,Not Applicable,ORD APP,2706.6,Apr 08/66,,
EGBEMA WEST-20,Oil Producer,DEV,2728,Jun 15/78,,
EGBEMA WEST-21,Water Injector,DEV,2777,Jun 13/91,,
EGBEMA WEST-3,Not Applicable,ORD APP,2712.7,Apr 26/67,,
EGBEMA WEST-4,Not Applicable,ORD APP,3078.5,Feb 18/73,,
EGBEMA WEST-5,Not Applicable,ORD APP,2624.3,Jul 18/73,,
EGBEMA WEST-6,Not Applicable,ORD APP,2651.8,Jan 18/74,,
EGBEMA WEST-7,Not Applicable,ORD APP,2526.8,Jan 03/74,,
EGBEMA WEST-8,Not Applicable,ORD APP,2590.8,Feb 14/74,,
EGBEMA WEST-9,Not Applicable,ORD APP,2743.2,Feb 26/74,,
EGBEMA-1,Not Applicable,EXP,3191.3,Oct 24/60,,
EGBEMA-2,Not Applicable,ORD APP,2598.1,May 12/65,,
EGBEMA-3,Not Applicable,ORD APP,2475,Jan 01/66,,
EGBEMA-4,Not Applicable,ORD APP,2468.9,Jan 11/66,,
EGBEMA-5,Not Applicable,ORD APP,2743.2,Mar 26/66,,
EGBEMA-6,Not Applicable,ORD APP,2560.3,Jan 24/67,,
EGBEMA-7,Not Applicable,ORD APP,2590.8,Feb 04/67,,
EGBEMA-8,Not Applicable,ORD APP,2496,Aug 04/82,,
EGBEMA-9,Oil Producer,DEV,2006,Aug 22/92,,
EGBOLOM-1,Not Applicable,EXP,3021,Feb 04/82,,
EGBOLOM-2,Not Applicable,ORD APP,3776,Aug 19/88,,
EGBOMIE-1,Not Applicable,EXP,3962.4,Feb 13/74,,
EGBOMIE-2,Not Applicable,EXP,4267,Apr 30/75,,
EGERE-1,Not Applicable,EXP,1840,Jul 19/01,,
EGINA SOUTH-1,Not Applicable,EXP,4380,Feb 16/05,,
EGINA SOUTH-2,Not Applicable,ORD APP,3605,Jan 27/07,,
EGINA TERRACE EAST-1,Not Applicable,EXP,3386,Sep 24/06,,
EGINA TERRACE EAST-1PH,Not Applicable,EXP,1988,Sep 22/06,,
EGINA-1,Not Applicable,EXP,3125,Sep 05/03,,
EGINA-1ST1,Not Applicable,EXP,3491,Sep 30/03,,
EGINA-2,Not Applicable,ORD APP,3932,Aug 18/04,,
EGINA-2PH,Not Applicable,ORD APP,2234,Aug 16/04,,
EGINA-3,Not Applicable,ORD APP,2988,Aug 29/06,EX. EGINA NORTH WEST-1,
EGINA-4,Not Applicable,ORD APP,3395,Oct 17/06,,
EGINA-5,Not Applicable,ORD APP,3480,Nov 09/06,,
EGUNABO-1,Not Applicable,EXP,3987,Oct 16/80,,
EGWA-1,Not Applicable,EXP,3049.2,Mar 04/67,,
EGWA-10,Not Applicable,ORD APP,2846.8,Apr 17/70,,
EGWA-11,Not Applicable,ORD APP,3018.1,Nov 11/71,,
EGWA-12,Not Applicable,ORD APP,2842.3,May 07/72,,
EGWA-13,Not Applicable,ORD APP,3200.4,Sep 09/72,,
EGWA-14,Not Applicable,ORD APP,2560.3,Sep 30/72,,
EGWA-15,Not Applicable,ORD APP,2892.6,Mar 13/73,,
EGWA-16,Not Applicable,ORD APP,2500,Mar 26/73,,
EGWA-17,Not Applicable,ORD APP,2529.8,Apr 06/73,,
EGWA-18,Not Applicable,ORD APP,2517.7,Oct 05/73,,
EGWA-19,Not Applicable,ORD APP,2566.4,Nov 12/73,,
EGWA-2,Not Applicable,EXP,3290.6,Apr 18/67,,
EGWA-20,Not Applicable,ORD APP,2514.6,Apr 18/74,,
EGWA-21,Not Applicable,ORD APP,2590.8,Apr 28/74,,
EGWA-22,Not Applicable,ORD APP,2590.8,May 09/74,,
EGWA-23,Not Applicable,ORD APP,2508.5,May 20/74,,
EGWA-24,Oil Producer,DEV,2608,Aug 09/75,,
EGWA-25,Oil Producer,DEV,2654,Jan 14/76,,
EGWA-26,Water Injector,DEV,2737,Mar 30/77,,
EGWA-27,Water Producer,DEV,1433,Apr 10/77,WATER_SUPPLY,
EGWA-28,Not Applicable,ORD APP,2466,Jul 04/83,,
EGWA-29,Not Applicable,ORD APP,3063,Jul 16/83,,
EGWA-3,Not Applicable,ORD APP,2857.2,Aug 01/67,,
EGWA-30,Oil Producer,DEV,2844,Mar 03/92,,
EGWA-31,Oil Producer,DEV,1372,Apr 02/92,,
EGWA-32,Oil Producer,DEV,2547,Apr 06/92,,
EGWA-33,Oil Producer,DEV,3197,Apr 27/92,,
EGWA-34,Not Applicable,ORD APP,3664,Jun 17/92,,
EGWA-35,Not Applicable,ORD APP,3788,Aug 28/92,,
EGWA-36,Oil Producer,DEV,1432,Feb 02/96,,
EGWA-4,Not Applicable,ORD APP,3139.4,Feb 25/68,,
EGWA-5,Not Applicable,ORD APP,2590.8,Mar 12/68,,
EGWA-6,Not Applicable,ORD APP,3048,Aug 12/68,,
EGWA-7,Not Applicable,ORD APP,3048,May 13/69,,
EGWA-8,Not Applicable,ORD APP,2832.2,May 23/69,,
EGWA-9,Not Applicable,ORD APP,2856.9,Apr 03/70,,
EGWEMA NORTH-1,Not Applicable,EXP,3658.2,Apr 11/67,,
EH-1,Not Applicable,EXP,3353,May 14/68,,
EH-2,Not Applicable,ORD APP,2869.4,Jun 05/69,,
EH-3,Not Applicable,ORD APP,3024,Feb 09/88,,
EH-3ST1,Not Applicable,ORD APP,3098,Mar 12/88,,
EHORO-1,Not Applicable,EXP,3408,Apr 15/88,,
EHURU-1,Not Applicable,EXP,3176,May 15/85,,
EJ-1,Not Applicable,EXP,3146.5,Apr 07/69,,
EJ-2,Not Applicable,EXP,3657.6,Jul 05/69,,
EJ-3,Not Applicable,ORD APP,3505.2,Sep 05/69,,
EJA OSAN-1,Not Applicable,EXP,3394,17/06/2010,meters MD,
EJA-3,Not Applicable,ORD APP,3961,Sep 25/82,,
EJA-4,Not Applicable,ORD APP,3450,Dec 27/90,,
EJA-5,Not Applicable,ORD APP,3164,Dec 30/92,,
EJA-5ST1,Not Applicable,ORD APP,3712,Mar 28/93,,
EJA-6H,Oil Producer,DEV,3000,Sep 23/02,,
EJIGBEDE-1,Not Applicable,EXP,3431,Jul 23/90,,
EJULEBE EAST-1,Not Applicable,EXP,2957,Aug 10/96,,
EJULEBE WEST-1,Not Applicable,EXP,,,EX EJULEBE-7ST1,
EJULEBE-1,Not Applicable,EXP,2595,Dec 21/94,,
EJULEBE-2,Not Applicable,ORD APP,2600,Aug 14/95,,
EJULEBE-2ST1,Oil Producer,DEV,2320,Apr 24/06,,
EJULEBE-3,Not Applicable,ORD APP,2316,Aug 03/97,,
EJULEBE-4,Not Applicable,ORD APP,2825,Aug 05/97,,
EJULEBE-5,Not Applicable,ORD APP,2162,Sep 03/97,,
EJULEBE-6,Oil Producer,DEV,2500,Jun 10/01,,
EJULEBE-8,Oil Producer,DEV,"11,479ftMD",15-Jul-11,,
EKANGA-1,Not Applicable,EXP,1653,Oct 28/97,,
EKANGA-1ST1,Not Applicable,EXP,1953,Nov 25/97,,
EKANGA-2,Not Applicable,ORD APP,2132,Jul 01/98,,
EKEDEI-1,Not Applicable,EXP,4724,Jan 04/74,,
EKEDEI-1ST1,Not Applicable,EXP,4682,Mar 01/74,,
EKEDEI-2,Not Applicable,ORD APP,4710,May 16/74,,
EKEH-1,Not Applicable,EXP,3478,Nov 04/86,,
EKEH-2,Not Applicable,ORD APP,4998,May 28/05,,
EKENI EAST-1,Not Applicable,EXP,3658,Nov 28/83,,
EKENI-1,Not Applicable,EXP,2897.4,Dec 13/65,,
EKEPKEP-1,Not Applicable,EXP,1530,Nov 24/96,,
EKET-1,Not Applicable,EXP,2656.9,Mar 24/71,,
EKIKO-1,Not Applicable,EXP,2708,Aug 01/90,,
EKIKO-2,Not Applicable,ORD APP,2285,Oct 07/91,,
EKIM-1,Not Applicable,EXP,2717.6,Feb 22/55,,
EKIM-2,Not Applicable,EXP,3363,Oct 26/86,,
EKIM-3,Not Applicable,ORD APP,2213,Dec 27/86,,
EKIM-4,Not Applicable,EXP,2210,Jan 23/87,,
EKIM-5,Not Applicable,ORD APP,2167,Jun 01/87,,
EKO-1,Not Applicable,EXP,2347.9,Oct 14/68,,
EKO-2,Oil Producer,DEV,2667,Mar 08/69,,
EKO-3,Oil Producer,DEV,2915.4,May 04/69,,
EKO-4,Oil Producer,DEV,2771.2,May 26/69,,
EKOKOR SOUTH-1,Not Applicable,EXP,4154,Dec 29/76,,
EKOKOR SOUTH-2,Not Applicable,ORD APP,4145,May 05/78,,
EKOKOR-1,Not Applicable,EXP,4129,Nov 10/75,,
EKOKOR-2,Not Applicable,ORD APP,4183,Jul 22/83,,
EKOKOR-2ST1,Not Applicable,ORD APP,4181,Jul 22/83,,
EKOKOR-3,Not Applicable,2nd APP,"11,450ft",6/9/2013,,
EKOLI-1,Not Applicable,EXP,4510,Jul 07/00,,
EKOM-1,Not Applicable,EXP,3784,Dec 30/90,,
EKORO-1,Not Applicable,EXP,3726.8,Mar 23/67,,
EKPAT-1,Not Applicable,EXP,3263,Apr 05/96,,
EKPE-27A,Oil Producer,DEV,2844,Aug 17/96,,
EKPE-28AHST1,Oil Producer,DEV,2883,Nov 20/96,,
EKPE EAST-24,Not Applicable,ORD APP,3386,Oct 16/91,,
EKPE NORTHWEST-1,Not Applicable,EXP,2878,Nov 21/77,,
EKPE WEST-1,Not Applicable,EXP,2952,Nov 29/74,,
EKPE WW-1,Not Applicable,EXP,2839.2,May 02/77,,
EKPE WW-1ST,Oil Producer,DEV,2339,Nov 06/95,,
EKPE WW-2A,Not Applicable,ORD APP,2410,Feb 19/78,,
EKPE WW-2AST,Oil Producer,DEV,2580,Dec 11/95,,
EKPE WW-3A,Oil Producer,DEV,2402,Dec 24/78,,
EKPE WW-3AST,Oil Producer,DEV,2427,Apr 08/98,,
EKPE WW-4A,Oil Producer,DEV,2534,Dec 10/78,,
EKPE WW-4AST,Oil Producer,DEV,2431,Jan 23/96,,
EKPE WW-5A,Oil Producer,DEV,2365,Dec 19/78,,
EKPE WW-6A,Oil Producer,DEV,2360,Dec 03/78,,
EKPE WW-6AHST,Oil Producer,DEV,2448,Jan 07/96,,
EKPE-1,Not Applicable,EXP,2819.4,Nov 27/66,,
EKPE-10A,Oil Producer,DEV,2745.3,Jan 18/72,,
EKPE-10AHST,Oil Producer,DEV,3325,Jul 04/96,,
EKPE-11A,Oil Producer,DEV,2676.8,Feb 11/72,,
EKPE-12A,Oil Producer,DEV,2670.4,Mar 06/72,,
EKPE-13A,Oil Producer,DEV,2420,Mar 08/72,,
EKPE-14A,Oil Producer,DEV,2682.2,Apr 09/72,,
EKPE-15,Not Applicable,ORD APP,2428,Jul 28/72,,
EKPE-16B,Not Applicable,ORD APP,2687.7,Aug 18/72,,
EKPE-16BST,Oil Producer,DEV,2726,Sep 13/01,,
EKPE-17B,Oil Producer,DEV,2690,Apr 19/74,,
EKPE-18B,Oil Producer,DEV,2876,May 23/74,,
EKPE-19B,Oil Producer,DEV,2605,Jun 26/74,,
EKPE-2,Not Applicable,ORD APP,2826.7,Nov 01/69,,
EKPE-20B,Oil Producer,DEV,2677,Jul 12/74,,
EKPE-21B,Oil Producer,DEV,2690,Aug 01/74,,
EKPE-21BST,Oil Producer,DEV,2958,Aug 25/01,,
EKPE-22B,Oil Producer,DEV,2631,Mar 21/82,,
EKPE-23AST1,Oil Producer,DEV,2573,May 01/90,,
EKPE-23AST2,Oil Producer,DEV,2650,Jun 08/90,,
EKPE-25AST,Oil Producer,DEV,2033,Jun 25/92,,
EKPE-26AHST,Oil Producer,DEV,3088,Sep 05/96,,
EKPE-27AST1,Oil Producer,DEV,2844,Oct 17/96,,
EKPE-3A,Oil Producer,DEV,2735.6,Sep 05/70,,
EKPE-4A,Oil Producer,DEV,2697.5,Jul 26/70,,
EKPE-5A,Oil Producer,DEV,2565.2,Sep 28/70,,
EKPE-5AD,Oil Producer,DEV,2631.6,May 08/81,,
EKPE-6A,Oil Producer,DEV,2699.6,Jul 28/70,,
EKPE-7A,Oil Producer,DEV,2760.3,Jun 15/81,,
EKPE-8A,Oil Producer,DEV,2826.7,Sep 25/71,,
EKPE-9A,Oil Producer,DEV,2840.7,Dec 19/71,,
EKPIN-1,Not Applicable,EXP,3594,May 06/78,,
EKU-15B,Oil Producer,DEV,2349,Jan 02/95,,
EKU-17BHST,Oil Producer,DEV,2607,Feb 11/96,,
EKU-20B ST,Oil Producer,DEV,2875,08.06.2011,,
EKU-1,Not Applicable,EXP,2241.5,Feb 07/66,,
EKU-10B,Not Applicable,ORD APP,2263,Sep 10/75,,
EKU-11,Not Applicable,ORD APP,2038,Sep 28/75,,
EKU-12A,Not Applicable,ORD APP,2271,Oct 09/75,,
EKU-13B,Oil Producer,DEV,2399,Aug 19/81,,
EKU-14A,Oil Producer,DEV,2113,Nov 25/81,,
EKU-15BST,Oil Producer,DEV,1930,Jun 10/01,,
EKU-16A,Oil Producer,DEV,2376,Dec 21/95,,
EKU-16AST1,Oil Producer,DEV,3056,Jan 11/96,,
EKU-16AST2,Oil Producer,DEV,2598,Oct 01/04,,
EKU-18AHST,Oil Producer,DEV,1823,Feb 24/96,,
EKU-19A,Oil Producer,DEV,1835,Sep 13/00,,
EKU-20B,Oil Producer,DEV,2686,Sep 12/04,,
EKU-21B,Oil Producer,DEV,,Oct 25/04,,
EKU-2A,Not Applicable,ORD APP,2462.8,Feb 06/70,,
EKU-3,Not Applicable,ORD APP,2190,Apr 01/71,,
EKU-4,Oil Producer,DEV,1993,Jul 28/74,,
EKU-5B,Oil Producer,DEV,2340,Aug 19/74,,
EKU-5BST1,Oil Producer,DEV,1807,Jul 06/01,,
EKU-6A,Not Applicable,ORD APP,2933,Jul 22/75,,
EKU-7B,Not Applicable,ORD APP,2759,Oct 02/75,,
EKU-8B,Oil Producer,DEV,2101,Sep 08/75,,
EKU-9B,Oil Producer,DEV,2159,Sep 09/75,,
EKU-9BST1,Oil Producer,DEV,1898,Jun 01/01,,
EKULAMA-1,Not Applicable,EXP,3195.2,Oct 23/58,,
EKULAMA-10,Not Applicable,ORD APP,3119.6,Nov 15/72,,
EKULAMA-11,Not Applicable,ORD APP,3228.1,Nov 27/72,,
EKULAMA-12,Not Applicable,ORD APP,3200.4,Apr 23/73,,
EKULAMA-13,Not Applicable,ORD APP,2689.9,May 05/73,,
EKULAMA-14,Not Applicable,ORD APP,3109,May 15/73,,
EKULAMA-15,Not Applicable,ORD APP,4335.8,Dec 05/73,,
EKULAMA-16,Not Applicable,ORD APP,4053.8,May 08/74,,
EKULAMA-17,Not Applicable,ORD APP,3154.7,Jun 02/74,,
EKULAMA-18,Not Applicable,ORD APP,3124.2,Jun 29/74,,
EKULAMA-19,Not Applicable,ORD APP,2812.1,Jul 12/74,,
EKULAMA-2,Not Applicable,ORD APP,3662.2,May 05/64,,
EKULAMA-20,Not Applicable,ORD APP,3112,Aug 04/74,,
EKULAMA-21,Not Applicable,ORD APP,3124.2,Aug 19/74,,
EKULAMA-22,Not Applicable,ORD APP,2880.4,Aug 31/74,,
EKULAMA-23,Oil Producer,DEV,2556.4,Sep 13/74,,
EKULAMA-24,Oil Producer,DEV,2555.4,Oct 03/74,,
EKULAMA-25,Oil Producer,DEV,3352.8,Oct 18/74,,
EKULAMA-26,Oil Producer,DEV,4130,Dec 04/74,,
EKULAMA-27,Oil Producer,DEV,3220,May 04/75,,
EKULAMA-28,Oil Producer,DEV,4115,Jun 26/75,,
EKULAMA-29,Oil Producer,DEV,3459,Jan 06/76,,
EKULAMA-3,Not Applicable,ORD APP,2735.6,Aug 31/65,,
EKULAMA-30,Oil Producer,DEV,3277,Feb 01/76,,
EKULAMA-31,Oil Producer,DEV,3993,Mar 01/76,,
EKULAMA-32,Oil Producer,DEV,3976,Apr 02/76,,
EKULAMA-33,Not Applicable,ORD APP,2167,Jun 10/87,,
EKULAMA-34,Oil Producer,DEV,2621,May 16/90,,
EKULAMA-35,Oil Producer,DEV,3118,May 18/90,,
EKULAMA-36,Oil Producer,DEV,2835,Jun 01/90,,
EKULAMA-37,Oil Producer,DEV,2891,Oct 26/90,,
EKULAMA-38,Oil Producer,DEV,2871,Nov 12/90,,
EKULAMA-39,Oil Producer,DEV,2838,Feb 24/91,,
EKULAMA-4,Not Applicable,ORD APP,2653.3,Jul 17/66,,
EKULAMA-40,Not Applicable,ORD APP,3872,Dec 02/91,,
EKULAMA-5,Not Applicable,ORD APP,3776.2,Dec 10/71,,
EKULAMA-6,Not Applicable,ORD APP,3783.2,Dec 25/71,,
EKULAMA-7,Not Applicable,ORD APP,3954.8,Apr 29/72,,
EKULAMA-8,Not Applicable,ORD APP,3311.7,Jun 20/78,,
EKULAMA-9,Not Applicable,ORD APP,3962.4,Aug 23/72,,
EKURA-1,Not Applicable,EXP,3686.9,Dec 19/66,,
EKURA-4,Not Applicable,EXP,3103,Dec 16/08,,
EKWE-1,Not Applicable,EXP,1500,Oct 01/04,,
EL-1,Not Applicable,EXP,2615.8,Oct 06/69,,
ELEBELE CREEK-1,Not Applicable,EXP,3901,May 30/81,,
ELEGBE-1,Not Applicable,EXP,4207,Aug 12/87,,
ELELE-1,Not Applicable,EXP,3242,Jun 05/57,,
ELELE-2,Not Applicable,EXP,3200,Jun 10/63,,
ELELENWA-1,Not Applicable,EXP,3353,Aug 20/59,,
ELELENWA-10,Oil Producer,DEV,2975,Aug 23/80,,
ELELENWA-11,Oil Producer,DEV,2947,Sep 19/80,,
ELELENWA-12,Oil Producer,DEV,2899,Oct 11/80,,
ELELENWA-13,Oil Producer,DEV,3289,Nov 17/80,,
ELELENWA-14,Not Applicable,ORD APP,2914,Jun 01/81,,
ELELENWA-15,Not Applicable,ORD APP,3558,Jun 24/81,,
ELELENWA-16,Oil Producer,DEV,3344,Nov 07/81,,
ELELENWA-17,Oil Producer,DEV,3583,Feb 04/82,,
ELELENWA-18,Oil Producer,DEV,3389,Apr 28/83,,
ELELENWA-2,Not Applicable,ORD APP,3353,Aug 30/60,,
ELELENWA-3,Not Applicable,ORD APP,3451,Jan 14/67,,
ELELENWA-4,Not Applicable,ORD APP,3562,Sep 01/70,,
ELELENWA-5,Not Applicable,ORD APP,3429,Jan 26/71,,
ELELENWA-6,Not Applicable,ORD APP,3528,Jul 31/71,,
ELELENWA-7,Not Applicable,ORD APP,3048,Aug 30/71,,
ELELENWA-8,Oil Producer,DEV,2896,Oct 22/73,,
ELELENWA-9,Oil Producer,DEV,3423,Jul 27/75,,
ELEPA-1,Not Applicable,EXP,3853,Jul 06/60,,
ELEPA-2,Not Applicable,ORD APP,4124,Apr 17/75,,
ELEPA-3,Not Applicable,ORD APP,3991,May 28/75,,
ELEPA-4,Not Applicable,ORD APP,4607,Dec 13/89,,
ELEPA-5,Not Applicable,ORD APP,4963,Feb 23/93,,
ELOLO-1,Not Applicable,EXP,2957,Jun 17/70,,
ELOLO-2,Not Applicable,ORD APP,1809,Mar 22/71,,
EMEBIAM-1,Not Applicable,EXP,2481,Jan 12/81,,
EMEIN-1,Not Applicable,EXP,4940,Sep 01/06,,
EMEM-7,Not Applicable,ORD APP,2148,27.11.2010,,
EMEM-1,Not Applicable,EXP,2461,Aug 16/83,,
EMEM-2,Not Applicable,ORD APP,2025,Jan 21/84,,
EMEM-3,Not Applicable,ORD APP,2075,Oct 31/88,,
EMEM-4,Not Applicable,ORD APP,1836,Mar 16/89,,
EMEM-5,Not Applicable,ORD APP,1900,May 30/90,,
EMEM-6,Not Applicable,ORD APP,1754,Jan 06/91,,
EMEM-6ST1,Not Applicable,ORD APP,1754,Jan 11/91,,
EMETE-1,Not Applicable,EXP,4109,Aug 01/76,,
EMETE-2,Not Applicable,EXP,4034,Feb 26/88,,
EMETE-2ST1,Not Applicable,ORD APP,4034,Apr 08/88,,
EMIANG DEEP-1,Not Applicable,EXP,3993,Sep 01/95,,
EMIANG-1,Not Applicable,EXP,2463,Jun 11/89,,
EMIANG-1ST1,Not Applicable,EXP,2258,Jul 05/89,,
EMIANG-1ST2,Not Applicable,EXP,2099,Jul 30/89,,
EMOHUA-1,Not Applicable,EXP,3368,Dec 01/79,,
EMU-1,Not Applicable,ORD APP,4380,Nov 15/78,,
ENAG-67E,Oil Producer,DEV,5216,29.04.2010,,
ENANG-68E,Oil Producer,DEV,2865,12.06.2010,,
ENANG WEST-1,Not Applicable,EXP,3324,Jan 19/01,,
ENANG WEST-1ST1,Not Applicable,EXP,3308,Jan 25/01,,
ENANG-1,Not Applicable,EXP,2774,Mar 01/68,,
ENANG-10D,Oil Producer,DEV,2315,May 11/73,,
ENANG-11D,Oil Producer,DEV,2195,May 24/73,,
ENANG-11DST1,Oil Producer,DEV,2176,Jul 16/73,,
ENANG-12D,Oil Producer,DEV,2042,Jun 05/73,,
ENANG-13D,Oil Producer,DEV,2118,Jun 15/73,,
ENANG-14D,Oil Producer,DEV,2086,Aug 02/73,,
ENANG-15E,Oil Producer,DEV,2438,Aug 25/73,,
ENANG-16E,Oil Producer,DEV,2322,Sep 12/73,,
ENANG-17E,Oil Producer,DEV,2591,Sep 20/73,,
ENANG-18E,Oil Producer,DEV,2077,Sep 21/73,,
ENANG-19E,Oil Producer,DEV,2298,Sep 21/73,,
ENANG-20E,Not Applicable,ORD APP,2101,Sep 22/73,,
ENANG-21C,Oil Producer,DEV,2134,Jan 23/74,,
ENANG-22C,Oil Producer,DEV,2265,Feb 17/74,,
