167,ADANGA SOUTH-WIJ-2,Water Injector,2679,,1208,0,Jan/15/2003,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
168,ADANGA-1,Not Applicable,2516,,13,0,Aug/08/1980,5/29/2017 16:41,5/29/2017 22:58,N/A,7812
169,ADANGA-10,Oil Producer,3167,,13,0,Mar/01/1985,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
170,ADANGA-11,Oil Producer,2157,,13,0,Jun/06/1988,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
171,ADANGA-11A,Oil Producer,1450,,13,0,N/A,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
172,ADANGA-11H,Oil Producer,2783,,13,0,N/A,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
173,ADANGA-11P1,Oil Producer,2325,,13,0,N/A,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
174,ADANGA-11P2,Oil Producer,2750,,13,0,N/A,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
175,ADANGA-12,Oil Producer,2792,,13,0,Jul/09/1988,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
176,ADANGA-13H,Oil Producer,2987,,13,0,Apr/27/2001,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
177,ADANGA-13HST1,Oil Producer,2074,,13,0,Aug/14/2007,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
178,ADANGA-14H,Oil Producer,2598,,13,0,May/01/2001,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
179,ADANGA-15A,Not Applicable,2020,,13,0,Feb/20/2005,5/29/2017 16:41,5/29/2017 22:58,N/A,7814
180,ADANGA-15AST,Not Applicable,1747,,13,0,Feb/28/2005,5/29/2017 16:41,5/29/2017 22:58,N/A,7814
181,ADANGA-16STH,Oil Producer,2200,,13,0,May/15/2006,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
182,ADANGA-17H,Oil Producer,2912,,13,0,Aug/17/2006,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
183,ADANGA-21H,Oil Producer,3000,,13,0,Jan/10/2007,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
184,ADANGA-22 WI,Water Injector,2266.20 MD ,,13,0,2/1/2009,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
185,ADANGA-2E,Not Applicable,2402,,13,0,May/01/1984,5/29/2017 16:41,5/29/2017 22:58,N/A,7814
186,ADANGA-3G,Not Applicable,2682,,13,0,Jun/03/1984,5/29/2017 16:41,5/29/2017 22:58,N/A,7814
187,ADANGA-4,Oil Producer,2867,,13,0,Jul/01/1984,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
188,ADANGA-4HST1,Oil Producer,3000,,13,0,Jun/14/2001,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
189,ADANGA-5C,Oil Producer,2704,,13,0,Aug/01/1984,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
190,ADANGA-6F,Oil Producer,2712,,13,0,Sep/17/1984,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
191,ADANGA-7D,Oil Producer,3233,,13,0,Oct/22/1984,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
192,ADANGA-8B,Oil Producer,2697,,13,0,Jan/10/1985,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
193,ADANGA-9A,Oil Producer,3143,,13,0,Feb/20/1985,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
194,ADANGA-9H,Oil Producer,2758,,13,0,Aug/05/2004,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
195,ADAOBI-1,Not Applicable,2382,,895,0,Dec/24/1982,5/29/2017 16:41,5/29/2017 22:58,N/A,7812
196,ADEIN ZIGAZIGA-1,Not Applicable,4412,,1209,0,Aug/26/1990,5/29/2017 16:41,5/29/2017 22:58,N/A,7812
197,ADIBAWA NORTHEAST-1,Not Applicable,3655,,1210,0,Jun/06/1972,5/29/2017 16:41,5/29/2017 22:58,N/A,7812
198,ADIBAWA NORTHEAST-2,Not Applicable,3353,,1210,0,Mar/08/1973,5/29/2017 16:41,5/29/2017 22:58,N/A,7814
199,ADIBAWA NORTHEAST-3,Not Applicable,2743,,1210,0,Mar/21/1973,5/29/2017 16:41,5/29/2017 22:58,N/A,7814
200,ADIBAWA NORTHEAST-4,Not Applicable,3698,,1210,0,Feb/16/1975,5/29/2017 16:41,5/29/2017 22:58,N/A,7814
201,ADIBAWA-1,Not Applicable,3644,,15,0,Jun/27/1966,5/29/2017 16:41,5/29/2017 22:58,N/A,7812
202,ADIBAWA-10,Oil Producer,2890,,15,0,May/30/1974,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
203,ADIBAWA-11,Oil Producer,2554,,15,0,Jun/11/1974,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
204,ADIBAWA-12,Oil Producer,2591,,15,0,Jun/28/1974,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
205,ADIBAWA-13,Oil Producer,2591,,15,0,Jul/12/1974,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
206,ADIBAWA-14,Oil Producer,3353,,15,0,Jul/27/1974,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
207,ADIBAWA-15,Oil Producer,3368,,15,0,Aug/22/1974,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
208,ADIBAWA-16,Oil Producer,2499,,15,0,Jan/13/1975,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
209,ADIBAWA-17,Oil Producer,2522,,15,0,Jan/26/1975,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
210,ADIBAWA-18,Oil Producer,2591,,15,0,Apr/25/1975,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
211,ADIBAWA-19,Oil Producer,3748,,15,0,May/15/1975,5/29/2017 16:41,5/29/2017 22:58,N/A,7813
212,ADIBAWA-2,Not Applicable,3865,,15,0,May/31/1967,5/29/2017 16:41,5/29/2017 22:58,N/A,7814
